date,close,high,low,volume
2000-06-21,74.19,74.69,71.19,2436000.0
2000-06-22,73.44,74.94,72.31,1689000.0
2000-06-23,73.19,74.38,72.56,1015300.0
2000-06-26,69.63,72.69,68.94,3117000.0
2000-06-27,68.75,70.0,67.63,3891000.0
2000-06-28,68.8,70.75,68.5,1981000.0
2000-06-29,68.5,70.31,68.5,2308000.0
2000-06-30,64.5,69.63,64.5,3995000.0
2000-07-03,68.0,68.81,66.0,1884000.0
2000-07-05,66.44,70.13,65.56,2653000.0
2000-07-06,67.06,68.63,66.63,1766000.0
2000-07-07,67.63,69.0,67.25,1654000.0
2000-07-10,68.88,69.44,67.81,1587500.0
2000-07-11,70.75,71.63,68.88,2410000.0
2000-07-12,71.31,73.31,71.13,2024000.0
2000-07-13,71.5,73.0,71.0,1641000.0
2000-07-14,71.88,73.19,70.69,1599300.0
2000-07-17,72.41,72.63,71.44,1494500.0
2000-07-18,72.5,73.44,71.63,1550300.0
2000-07-19,72.56,73.81,72.06,1967000.0
2000-07-20,71.44,73.38,71.25,1675000.0
2000-07-21,73.0,73.0,71.5,1856000.0
2000-07-24,73.0,74.94,72.63,2867000.0
2000-07-25,71.69,73.63,71.06,2251000.0
2000-07-26,72.33,72.63,70.94,3014000.0
2000-07-27,77.0,77.06,73.25,4381000.0
2000-07-28,75.19,77.5,74.31,2842000.0
2000-07-31,73.75,75.88,72.75,2556000.0
2000-08-01,76.0,76.0,73.56,2220000.0
2000-08-02,77.63,78.25,75.06,2739000.0
2000-08-03,78.02,78.25,75.13,2807000.0
2000-08-04,78.0,79.13,77.06,1987000.0
2000-08-07,80.27,81.06,78.69,4237000.0
2000-08-08,82.44,83.38,80.0,3086000.0
2000-08-09,82.3,83.44,81.0,1945000.0
2000-08-10,80.77,82.5,79.5,1682000.0
2000-08-11,80.25,81.0,79.13,1666000.0
2000-08-14,84.25,84.31,79.25,2595000.0
2000-08-15,82.13,83.94,82.13,2052000.0
2000-08-16,84.02,84.5,82.38,1797000.0
2000-08-17,86.69,86.94,84.38,2953000.0
2000-08-18,86.94,88.0,86.13,2059000.0
2000-08-21,87.88,88.63,87.13,1502600.0
2000-08-22,87.5,88.69,86.81,1556900.0
2000-08-23,90.0,90.75,87.31,2663000.0
2000-08-24,86.0,89.94,85.0,2941000.0
2000-08-25,84.88,86.5,83.88,1979000.0
2000-08-28,86.63,87.0,84.81,1885000.0
2000-08-29,86.25,87.94,86.06,1379700.0
2000-08-30,84.88,86.25,84.75,1484100.0
2000-08-31,84.88,85.94,84.81,2257000.0
2000-09-01,85.33,87.44,85.13,1755000.0
2000-09-05,86.0,86.94,85.0,1717000.0
2000-09-06,84.38,86.44,83.5,4159000.0
2000-09-07,83.0,85.38,82.81,2623000.0
2000-09-08,84.2,84.94,82.69,1432400.0
2000-09-11,86.02,86.31,83.94,2641000.0
2000-09-12,86.13,86.25,84.56,4214000.0
2000-09-13,86.44,86.94,85.13,1615900.0
2000-09-14,86.69,87.25,85.5,2687000.0
2000-09-15,89.44,89.5,86.94,4092000.0
2000-09-18,89.63,90.38,88.5,2691000.0
2000-09-19,84.88,89.94,84.38,3207000.0
2000-09-20,82.17,86.31,80.56,4448000.0
2000-09-21,80.63,81.25,77.0,3126000.0
2000-09-22,83.0,83.06,79.25,2817000.0
2000-09-25,84.44,85.0,82.81,2594000.0
2000-09-26,85.5,86.06,84.19,3081000.0
2000-09-27,87.45,87.75,85.13,1899000.0
2000-09-28,89.25,89.25,87.38,2011000.0
2000-09-29,87.64,89.94,86.0,2358000.0
2000-10-02,86.44,88.69,85.0,2244000.0
2000-10-03,85.56,86.88,85.31,2240000.0
2000-10-04,83.06,85.63,82.5,2777000.0
2000-10-05,83.0,84.06,82.38,2254000.0
2000-10-06,81.63,84.0,81.31,1994000.0
2000-10-09,83.0,83.06,81.0,1609400.0
2000-10-10,81.69,83.75,81.31,2019000.0
2000-10-11,82.81,84.25,81.5,1634800.0
2000-10-12,79.88,83.06,79.5,2289000.0
2000-10-13,79.5,81.25,79.13,2046000.0
2000-10-16,80.0,81.38,79.31,1632500.0
2000-10-17,79.19,82.5,78.88,2340000.0
2000-10-18,78.75,80.5,77.63,2547000.0
2000-10-19,79.0,80.38,79.0,1933000.0
2000-10-20,80.5,81.88,79.5,1803000.0
2000-10-23,82.0,83.63,80.5,2256000.0
2000-10-24,80.19,82.88,79.63,1467800.0
2000-10-25,76.13,80.88,75.5,2148000.0
2000-10-26,77.5,78.31,75.56,2188000.0
2000-10-27,78.88,78.88,77.25,1583200.0
2000-10-30,80.69,81.5,79.25,1831000.0
2000-10-31,82.06,82.44,78.75,2146000.0
2000-11-01,83.25,83.63,82.06,2514000.0
2000-11-02,81.75,83.81,81.5,2688000.0
2000-11-03,77.38,81.5,76.75,3309000.0
2000-11-06,81.56,82.25,77.75,3126000.0
2000-11-07,81.81,83.19,80.5,1959000.0
2000-11-08,82.13,83.06,82.06,1791000.0
2000-11-09,82.94,83.19,82.25,2077000.0
2000-11-10,82.94,83.13,82.44,2236000.0
2000-11-13,79.44,82.31,78.13,2240000.0
2000-11-14,79.56,80.38,79.31,2336000.0
2000-11-15,80.38,80.56,79.31,1900000.0
2000-11-16,81.25,82.31,80.69,1310400.0
2000-11-17,81.5,82.06,79.88,1973000.0
2000-11-20,80.25,81.94,80.0,1869000.0
2000-11-21,80.38,81.44,79.25,1535400.0
2000-11-22,75.56,80.38,75.56,3977000.0
2000-11-24,77.75,79.25,77.25,1128200.0
2000-11-27,78.88,79.56,78.38,1503100.0
2000-11-28,78.44,79.69,78.44,1405100.0
2000-11-29,70.25,79.0,70.25,6429000.0
2000-11-30,64.75,71.63,63.5,10850000.0
2000-12-01,65.5,68.56,64.44,5625000.0
2000-12-04,65.94,68.75,65.25,2310000.0
2000-12-05,68.25,69.13,66.69,3610000.0
2000-12-06,71.94,72.88,67.88,3737000.0
2000-12-07,72.88,73.94,72.0,2813000.0
2000-12-08,73.06,73.56,69.75,3765000.0
2000-12-11,76.5,77.38,73.38,2813000.0
2000-12-12,77.19,77.75,75.19,1892000.0
2000-12-13,74.5,79.75,73.94,2987000.0
2000-12-14,76.5,76.88,73.44,3667000.0
2000-12-15,77.56,79.25,75.75,5185000.0
2000-12-18,79.56,79.75,77.0,2106000.0
2000-12-19,79.75,80.81,79.25,2657000.0
2000-12-20,79.75,80.0,78.06,3092000.0
2000-12-21,79.31,79.81,78.13,2731000.0
2000-12-22,81.19,81.44,78.69,1953000.0
2000-12-26,83.5,84.75,81.44,3058000.0
2000-12-27,82.81,84.75,80.13,3180000.0
2000-12-28,84.63,84.88,82.19,2068000.0
2000-12-29,83.13,84.88,82.13,1814000.0
2001-01-02,79.88,84.06,79.06,3230000.0
2001-01-03,75.06,80.25,75.0,4236000.0
2001-01-04,72.0,73.81,70.19,9174000.0
2001-01-05,71.38,73.5,71.0,5073000.0
2001-01-08,71.25,72.5,70.38,2458000.0
2001-01-09,68.63,72.38,68.0,3865000.0
2001-01-10,68.94,71.19,68.06,3530000.0
2001-01-11,69.44,71.0,68.69,2614000.0
2001-01-12,70.44,71.19,68.81,2456000.0
2001-01-16,68.44,70.5,67.56,4281000.0
2001-01-17,71.13,71.63,66.06,5335000.0
2001-01-18,72.06,72.5,70.38,3440000.0
2001-01-19,70.88,72.75,70.06,3091000.0
2001-01-22,75.06,75.63,73.0,5004000.0
2001-01-23,78.56,78.88,76.5,4950000.0
2001-01-24,79.75,83.0,79.13,7743000.0
2001-01-25,82.0,82.38,79.31,6877000.0
2001-01-26,82.0,82.56,81.13,5742000.0
2001-01-29,80.77,81.32,80.1,3047000.0
2001-01-30,78.5,80.49,78.5,7948000.0
2001-01-31,80.0,80.6,78.75,8745000.0
2001-02-01,78.79,79.75,77.5,4267000.0
2001-02-02,79.98,80.39,78.3,3272000.0
2001-02-05,81.81,82.1,79.8,3440000.0
2001-02-06,80.15,81.65,80.02,3430000.0
2001-02-07,80.35,81.18,79.6,2346000.0
2001-02-08,80.0,81.5,79.6,3391000.0
2001-02-09,80.2,81.45,79.9,1864000.0
2001-02-12,79.8,80.7,79.26,1936000.0
2001-02-13,81.15,81.78,79.02,2524000.0
2001-02-14,80.0,81.49,79.91,2007000.0
2001-02-15,77.9,79.41,75.4,4463000.0
2001-02-16,76.65,78.25,75.02,3235000.0
2001-02-20,75.09,77.07,75.02,2300000.0
2001-02-21,73.09,75.65,73.0,3012000.0
2001-02-22,72.15,73.89,71.31,3219000.0
2001-02-23,71.0,72.08,69.5,3084000.0
2001-02-26,70.56,71.98,69.35,3040000.0
2001-02-27,70.04,71.2,69.4,2915000.0
2001-02-28,68.5,70.0,68.17,4050000.0
2001-03-01,68.68,69.3,67.4,4127000.0
2001-03-02,70.19,70.57,68.24,2245000.0
2001-03-05,70.11,71.26,69.8,2643000.0
2001-03-06,68.87,70.96,68.3,3442000.0
2001-03-07,70.0,70.59,68.85,3724000.0
2001-03-08,70.59,71.36,70.0,2928000.0
2001-03-09,68.84,71.75,68.7,2611000.0
2001-03-12,61.27,68.63,61.0,6018000.0
2001-03-13,62.05,62.9,60.53,5864000.0
2001-03-14,62.75,63.72,59.99,6110000.0
2001-03-15,66.53,67.54,63.7,8063000.0
2001-03-16,62.24,66.54,62.0,4302000.0
2001-03-19,61.8,62.8,61.15,3426000.0
2001-03-20,60.95,62.5,60.94,4211000.0
2001-03-21,55.89,60.27,55.0,9765000.0
2001-03-22,55.02,55.5,51.51,10145000.0
2001-03-23,59.4,61.5,56.1,7705000.0
2001-03-26,61.48,62.05,60.31,4113000.0
2001-03-27,60.46,61.38,59.0,3716000.0
2001-03-28,58.1,59.8,57.03,3487000.0
2001-03-29,55.31,58.24,54.3,5689000.0
2001-03-30,58.1,59.0,55.31,3530000.0
2001-04-02,56.57,59.19,55.7,3001000.0
2001-04-03,54.06,57.25,53.7,3190000.0
2001-04-04,53.72,55.3,53.3,2883000.0
2001-04-05,55.7,56.08,53.6,3895000.0
2001-04-06,53.5,57.0,53.2,4911000.0
2001-04-09,55.96,56.5,53.6,2478000.0
2001-04-10,58.82,59.7,56.34,3675000.0
2001-04-11,58.51,59.96,58.51,3265000.0
2001-04-12,57.3,58.35,57.01,2095000.0
2001-04-16,59.44,59.44,56.68,3631000.0
2001-04-17,60.0,61.37,59.9,4715000.0
2001-04-18,61.62,62.9,60.15,6189000.0
2001-04-19,61.16,61.75,60.1,3698000.0
2001-04-20,59.99,61.95,59.68,3109000.0
2001-04-23,61.65,61.7,60.32,3042000.0
2001-04-24,61.87,62.95,61.6,2779000.0
2001-04-25,62.88,62.99,61.18,2615000.0
2001-04-26,63.66,63.99,63.01,3774000.0
2001-04-27,63.5,63.61,62.18,2061000.0
2001-04-30,62.72,64.75,62.26,2263000.0
2001-05-01,62.41,63.6,61.8,1746000.0
2001-05-02,60.5,63.4,59.5,4178000.0
2001-05-03,58.35,60.2,57.05,3971000.0
2001-05-04,59.48,59.7,58.46,2741000.0
2001-05-07,58.04,59.76,57.49,3433000.0
2001-05-08,56.11,57.82,55.8,4879000.0
2001-05-09,59.2,59.52,48.43,3931000.0
2001-05-10,57.6,58.96,57.15,2437000.0
2001-05-11,58.2,58.5,56.9,2078000.0
2001-05-14,58.75,59.6,57.99,2101000.0
2001-05-15,56.99,59.2,56.9,2901000.0
2001-05-16,55.01,58.1,54.99,7271000.0
2001-05-17,52.2,56.3,52.0,12397000.0
2001-05-18,54.9,55.09,52.6,10047000.0
2001-05-21,54.99,55.32,54.07,5488000.0
2001-05-22,54.95,55.65,54.32,3880000.0
2001-05-23,55.35,56.19,55.07,4817000.0
2001-05-24,54.16,56.01,53.5,4352000.0
2001-05-25,53.0,54.11,52.7,3469000.0
2001-05-29,53.05,54.0,52.6,3668000.0
2001-05-30,53.23,53.38,52.52,3578000.0
2001-05-31,52.91,53.59,52.66,2822000.0
2001-06-01,53.04,53.25,52.35,2577000.0
2001-06-04,54.54,54.95,52.74,3696000.0
2001-06-05,53.75,54.54,52.87,4117000.0
2001-06-06,52.33,53.58,51.97,3844000.0
2001-06-07,50.52,52.06,48.8,8978000.0
2001-06-08,51.13,51.31,49.52,4777000.0
2001-06-11,51.0,51.65,50.09,4364000.0
2001-06-12,50.37,51.37,50.09,3262000.0
2001-06-13,49.92,51.35,49.77,2893000.0
2001-06-14,47.91,49.6,47.35,3577000.0
2001-06-15,47.26,48.65,46.87,4224000.0
2001-06-18,44.7,48.0,44.19,7497000.0
2001-06-19,46.18,46.5,42.35,8026000.0
2001-06-20,45.8,46.5,45.01,6371000.0
2001-06-21,44.05,46.25,43.6,7349000.0
2001-06-22,44.88,45.25,43.76,5619000.0
2001-06-25,44.07,45.16,44.04,3686000.0
2001-06-26,44.19,44.7,43.25,3719000.0
2001-06-27,46.72,47.6,44.31,6645000.0
2001-06-28,48.34,49.1,46.25,5116000.0
2001-06-29,49.0,49.84,47.8,4760000.0
2001-07-02,48.3,49.7,47.5,3678000.0
2001-07-03,48.69,49.1,48.41,1475400.0
2001-07-05,49.94,50.5,48.98,3529000.0
2001-07-06,49.06,51.5,48.59,3654000.0
2001-07-09,49.06,49.98,49.06,3442000.0
2001-07-10,49.22,49.87,49.0,3211000.0
2001-07-11,49.1,49.8,48.23,2780000.0
2001-07-12,49.55,50.8,48.55,4276000.0
2001-07-13,48.78,49.83,47.71,3726000.0
2001-07-16,49.12,50.1,48.94,2284000.0
2001-07-17,49.85,49.9,49.16,2382000.0
2001-07-18,48.97,49.85,47.6,3535000.0
2001-07-19,49.08,49.55,48.79,2561000.0
2001-07-20,48.16,49.25,47.98,3876000.0
2001-07-23,46.66,48.18,46.28,5145000.0
2001-07-24,43.24,46.67,42.0,8063000.0
2001-07-25,44.96,45.15,42.25,6863000.0
2001-07-26,46.84,47.4,44.25,3855000.0
2001-07-27,46.1,46.55,45.0,3138000.0
2001-07-30,45.73,47.04,45.4,2961000.0
2001-07-31,45.35,46.86,45.28,2146000.0
2001-08-01,45.61,46.6,45.41,1983000.0
2001-08-02,45.58,46.1,45.05,1829000.0
2001-08-03,45.36,46.1,44.86,2002000.0
2001-08-06,44.5,45.47,44.15,2370000.0
2001-08-07,43.6,44.68,43.4,2559000.0
2001-08-08,42.85,43.5,42.55,3665000.0
2001-08-09,42.78,43.0,42.0,2302000.0
2001-08-10,42.81,43.55,42.31,1400600.0
2001-08-13,42.15,43.03,42.15,1468800.0
2001-08-14,42.93,43.2,42.02,2010000.0
2001-08-15,40.25,40.25,36.87,29750000.0
2001-08-16,36.85,39.6,36.7,13428000.0
2001-08-17,36.67,37.6,36.3,9422000.0
2001-08-20,36.25,37.25,36.0,4895000.0
2001-08-21,36.88,37.2,36.45,6492000.0
2001-08-22,37.26,37.6,36.3,6472000.0
2001-08-23,36.96,37.44,36.95,3357000.0
2001-08-24,36.35,37.0,36.15,3934000.0
2001-08-27,37.76,37.9,36.35,4962000.0
2001-08-28,38.16,38.62,38.0,5428000.0
2001-08-29,37.3,38.34,37.26,3423000.0
2001-08-30,35.5,37.99,35.24,6162000.0
2001-08-31,34.99,35.8,34.58,4936000.0
2001-09-04,35.0,35.72,34.81,3202000.0
2001-09-05,32.36,35.0,32.18,9216000.0
2001-09-06,30.49,32.52,30.2,9242000.0
2001-09-07,31.57,32.15,30.0,6786000.0
2001-09-10,32.76,32.92,30.62,5493000.0
2001-09-17,30.67,33.0,30.51,6834000.0
2001-09-18,28.08,31.0,28.08,7635000.0
2001-09-19,26.41,28.85,25.5,11533000.0
2001-09-20,28.39,29.25,25.9,6979000.0
2001-09-21,28.3,30.12,27.05,8460000.0
2001-09-24,27.0,29.83,27.0,5061000.0
2001-09-25,27.0,27.73,26.99,5384000.0
2001-09-26,25.15,26.82,24.66,10033000.0
2001-09-27,25.25,25.4,24.46,7251000.0
2001-09-28,27.23,27.6,25.29,6795000.0
2001-10-01,29.15,29.45,27.05,6459000.0
2001-10-02,30.61,30.77,28.7,5732000.0
2001-10-03,33.49,34.44,31.2,7818000.0
2001-10-04,33.1,34.74,32.75,4583000.0
2001-10-05,31.73,34.49,31.58,6716000.0
2001-10-08,33.45,33.65,31.88,3103000.0
2001-10-09,33.39,34.5,33.38,3562000.0
2001-10-10,35.2,35.37,33.65,3227000.0
2001-10-11,36.79,37.5,35.5,6665000.0
2001-10-12,35.81,36.99,34.7,3696000.0
2001-10-15,33.17,35.21,32.94,6267000.0
2001-10-16,33.84,34.9,32.63,8324000.0
2001-10-17,32.2,34.08,32.05,5086000.0
2001-10-18,29.0,31.96,28.78,9301000.0
2001-10-19,26.05,28.22,25.15,15702000.0
2001-10-22,20.65,24.4,19.67,36400000.0
2001-10-23,19.79,23.25,19.62,27840000.0
2001-10-24,16.41,19.74,15.51,75780000.0
2001-10-25,16.35,17.95,16.0,39210000.0
2001-10-26,15.4,16.35,15.04,28320000.0
2001-10-29,13.81,15.55,13.55,36420000.0
2001-10-30,11.16,13.8,10.9,56550000.0
2001-10-31,13.9,14.2,11.75,43630000.0
2001-11-01,11.99,13.17,11.7,30720000.0
2001-11-02,11.3,11.85,10.91,28510000.0
2001-11-05,11.17,12.2,11.02,23340000.0
2001-11-06,9.67,11.15,9.38,44930000.0
2001-11-07,9.05,9.55,7.0,111470000.0
2001-11-08,8.41,10.0,8.19,60870000.0
2001-11-09,8.63,9.28,7.21,75480000.0
2001-11-12,9.24,9.85,8.93,42310000.0
2001-11-13,9.98,9.99,9.05,33240000.0
2001-11-14,10.0,10.28,9.6,30230000.0
2001-11-15,9.48,9.87,9.25,20610000.0
2001-11-16,9.0,9.38,8.93,16590000.0
2001-11-19,9.06,9.07,8.5,17850000.0
2001-11-20,6.99,8.3,6.55,89900000.0
2001-11-21,5.01,7.0,4.55,115642000.0
2001-11-23,4.71,5.15,4.55,40700000.0
2001-11-26,4.01,4.85,3.76,66860000.0
2001-11-27,4.11,4.5,3.83,68840000.0
2001-11-28,0.61,3.9,0.6,340830016.0
2001-11-29,0.36,0.52,0.3,256454000.0
2001-11-30,0.26,0.38,0.25,173598000.0
2001-12-03,0.4,0.45,0.26,164240000.0
2001-12-04,0.87,0.96,0.58,288590016.0
2001-12-05,1.01,1.26,0.94,234876000.0
2001-12-06,0.66,0.9,0.6,129482000.0
2001-12-07,0.75,0.84,0.67,59284000.0
2001-12-10,0.81,0.9,0.79,58436000.0
2001-12-11,0.72,0.86,0.71,45070000.0
2001-12-12,0.66,0.78,0.51,84285000.0
2001-12-13,0.66,0.69,0.6,30535000.0
2001-12-14,0.63,0.67,0.59,18385000.0
2001-12-17,0.57,0.64,0.55,30933000.0
2001-12-18,0.5,0.59,0.5,33141000.0
2001-12-19,0.44,0.51,0.41,39169000.0
2001-12-20,0.42,0.44,0.4,21422000.0
2001-12-21,0.53,0.59,0.45,36114000.0
2001-12-24,0.65,0.65,0.57,18791000.0
2001-12-26,0.65,0.74,0.65,32005000.0
2001-12-27,0.6,0.68,0.56,26302000.0
2001-12-28,0.6,0.61,0.56,18203000.0
2001-12-31,0.6,0.6,0.55,20240000.0
2002-01-02,0.63,0.64,0.58,20435000.0
2002-01-03,0.64,0.69,0.63,19915000.0
2002-01-04,0.66,0.69,0.65,17320000.0
2002-01-07,0.68,0.7,0.67,16492000.0
2002-01-08,0.73,0.74,0.7,24471000.0
2002-01-09,0.79,0.81,0.76,28912000.0
2002-01-10,0.67,0.78,0.61,38752000.0
2002-01-11,0.12,1.13,0.12,
2002-01-15,0.5,0.5,0.22,1029400.0
2002-01-16,0.305,0.32,0.25,53342000.0
2002-01-17,0.38,0.38,0.27,29315000.0
2002-01-18,0.515,0.575,0.35,40183000.0
2002-01-22,0.435,0.54,0.39,24017200.0
2002-01-23,0.34,0.415,0.33,19865600.0
2002-01-24,0.45,0.5,0.33,19133000.0
2002-01-25,0.485,0.5,0.42,21692700.0
2002-01-28,0.445,0.485,0.42,15408700.0
2002-01-29,0.425,0.44,0.105,17322900.0
2002-01-30,0.405,0.455,0.4,14402100.0
2002-01-31,0.415,0.44,0.32,11980200.0
2002-02-01,0.3975,0.41,0.38,7852400.0
2002-02-04,0.35,0.39,0.32,10819000.0
2002-02-05,0.325,0.56,0.305,13473700.0
2002-02-06,0.292,0.335,0.26,13051300.0
2002-02-07,0.349,0.47,0.28,10024400.0
2002-02-08,0.378,0.395,0.36,7380900.0
2002-02-11,0.342,0.382,0.31,6858900.0
2002-02-12,0.337,0.366,0.31,5100300.0
2002-02-13,0.28,0.315,0.24,34989000.0
2002-02-14,0.255,0.28,0.23,12922400.0
2002-02-15,0.265,0.265,0.23,7471800.0
2002-02-19,0.245,0.265,0.225,11761800.0
2002-02-20,0.22,0.245,0.22,11811400.0
2002-02-21,0.202,0.223,0.2,13238600.0
2002-02-22,0.182,0.211,0.006,13913700.0
2002-02-25,0.25,0.255,0.165,16053400.0
2002-02-26,0.275,0.28,0.245,7723700.0
2002-02-27,0.275,0.285,0.245,7740500.0
2002-02-28,0.275,0.279,0.25,5062200.0
2002-03-01,0.275,0.28,0.25,3100700.0
2002-03-04,0.26,0.275,0.22,4953400.0
2002-03-05,0.25,0.26,0.23,6376400.0
2002-03-06,0.245,0.255,0.21,3303700.0
2002-03-07,0.245,0.255,0.236,5411700.0
2002-03-08,0.24,0.41,0.235,4666900.0
2002-03-11,0.255,0.255,0.2327,6317000.0
2002-03-12,0.25,0.26,0.23,3356700.0
2002-03-13,0.245,0.26,0.24,3053600.0
2002-03-14,0.25,0.255,0.2,2747500.0
2002-03-15,0.245,0.255,0.23,3102500.0
2002-03-18,0.245,0.254,0.23,5609200.0
2002-03-19,0.237,0.245,0.237,3389100.0
2002-03-20,0.21,0.235,0.21,5640800.0
2002-03-21,0.21,0.28,0.205,3661900.0
2002-03-22,0.21,0.22,0.2,4550100.0
2002-03-25,0.21,0.3,0.19,2191000.0
2002-03-26,0.2,0.21,0.2,3204800.0
2002-03-27,0.195,0.2,0.18,3438100.0
2002-03-28,0.195,0.195,0.18,4738400.0
2002-04-01,0.23,0.24,0.19,4199700.0
2002-04-02,0.25,0.255,0.225,5652300.0
2002-04-03,0.275,0.285,0.25,5295900.0
2002-04-04,0.285,0.29,0.25,4575700.0
2002-04-05,0.33,0.335,0.28,8399100.0
2002-04-08,0.32,0.34,0.305,6638100.0
2002-04-09,0.29,0.33,0.28,5275100.0
2002-04-10,0.27,0.34,0.265,3581700.0
2002-04-11,0.255,0.28,0.251,3177400.0
2002-04-12,0.24,0.26,0.23,5531000.0
2002-04-15,0.22,0.3,0.21,3228800.0
2002-04-16,0.245,0.255,0.215,2960400.0
2002-04-17,0.245,0.255,0.23,1823700.0
2002-04-18,0.24,0.28,0.235,2634200.0
2002-04-19,0.235,0.25,0.23,1341600.0
2002-04-22,0.24,0.26,0.225,2744300.0
2002-04-23,0.2225,0.25,0.215,4631600.0
2002-04-24,0.215,0.24,0.205,2843500.0
2002-04-25,0.21,0.25,0.205,2469800.0
2002-04-26,0.207,0.215,0.2,4058900.0
2002-04-29,0.2,0.225,0.19,2302900.0
2002-04-30,0.2,0.205,0.04,3913100.0
2002-05-01,0.201,0.209,0.197,2510900.0
2002-05-02,0.223,0.229,0.2,5391500.0
2002-05-03,0.217,0.23,0.21,6306400.0
2002-05-06,0.221,0.23,0.22,4101900.0
2002-05-07,0.204,0.223,0.2,5191500.0
2002-05-08,0.19,0.22,0.15,6670600.0
2002-05-09,0.198,0.198,0.18,2260200.0
2002-05-10,0.2,0.21,0.187,2943700.0
2002-05-13,0.19,0.197,0.18,2112300.0
2002-05-14,0.189,0.21,0.18,1902600.0
2002-05-15,0.189,0.19,0.072,3126100.0
2002-05-16,0.176,0.21,0.176,3174200.0
2002-05-17,0.174,0.18,0.17,2371400.0
2002-05-20,0.16,0.19,0.152,4405100.0
2002-05-21,0.156,0.54,0.15,3401500.0
2002-05-22,0.17,0.19,0.153,3966800.0
2002-05-23,0.168,0.175,0.165,1609300.0
2002-05-24,0.17,0.175,0.165,1056100.0
2002-05-28,0.17,0.179,0.017,2213800.0
2002-05-29,0.165,0.17,0.16,1845600.0
2002-05-30,0.167,0.169,0.16,1453800.0
2002-05-31,0.168,0.171,0.16,1128500.0
2002-06-03,0.167,0.17,0.167,1775000.0
2002-06-04,0.168,0.18,0.165,3789500.0
2002-06-05,0.16,0.175,0.16,2189300.0
2002-06-06,0.16,0.163,0.0156,2303500.0
2002-06-07,0.152,0.159,0.15,2717100.0
2002-06-10,0.15,0.154,0.145,2930500.0
2002-06-11,0.14,0.156,0.14,1931700.0
2002-06-12,0.131,0.141,0.126,3646600.0
2002-06-13,0.116,0.132,0.115,3371900.0
2002-06-14,0.111,0.117,0.109,3068600.0
2002-06-17,0.105,0.11,0.1,2769900.0
2002-06-18,0.106,0.11,0.0925,5888900.0
2002-06-19,0.115,0.12,0.105,3780200.0
2002-06-20,0.114,0.116,0.103,2688200.0
2002-06-21,0.113,0.12,0.1,2328400.0
2002-06-24,0.113,0.115,0.11,4084900.0
2002-06-25,0.112,0.12,0.112,2620500.0
2002-06-26,0.112,0.114,0.1,8167800.0
2002-06-27,0.113,0.115,0.11,4765600.0
2002-06-28,0.106,0.115,0.09,4973800.0
2002-07-01,0.105,0.109,0.103,2832200.0
2002-07-02,0.09,0.105,0.0021,8223500.0
2002-07-03,0.083,0.83,0.0085,3188300.0
2002-07-05,0.089,0.11,0.08,2392500.0
2002-07-08,0.091,0.091,0.087,2327200.0
2002-07-09,0.09,0.092,0.088,2244300.0
2002-07-10,0.088,0.091,0.087,1383900.0
2002-07-11,0.092,0.097,0.088,3401700.0
2002-07-12,0.095,0.095,0.08,2019500.0
2002-07-15,0.095,0.096,0.092,2348700.0
2002-07-16,0.098,0.098,0.092,1819800.0
2002-07-17,0.095,0.097,0.094,2384200.0
2002-07-18,0.095,0.097,0.086,1615400.0
2002-07-19,0.095,0.099,0.0093,2164400.0
2002-07-22,0.09,0.095,0.09,2244200.0
2002-07-23,0.09,0.1,0.089,2496700.0
2002-07-24,0.092,0.095,0.089,2379500.0
2002-07-25,0.1,0.101,0.092,4088800.0
2002-07-26,0.1,0.107,0.1,2492900.0
2002-07-29,0.104,0.106,0.099,2665400.0
2002-07-30,0.109,0.109,0.095,1590900.0
2002-07-31,0.114,0.145,0.1,1759700.0
2002-08-01,0.146,0.156,0.05,5590900.0
2002-08-02,0.194,0.199,0.154,5896500.0
2002-08-05,0.168,0.215,0.168,5895000.0
2002-08-06,0.15,0.175,0.065,4379400.0
2002-08-07,0.144,0.152,0.141,1725600.0
2002-08-08,0.169,0.169,0.143,1565100.0
2002-08-09,0.156,0.169,0.15,2272400.0
2002-08-12,0.157,0.162,0.153,1226500.0
2002-08-13,0.16,0.17,0.15,18140.0
2002-08-14,0.157,0.165,0.156,1300500.0
2002-08-15,0.157,0.16,0.155,1330200.0
2002-08-16,0.168,0.171,0.12,2096300.0
2002-08-19,0.173,0.175,0.166,2104200.0
2002-08-20,0.16,0.175,0.16,1895100.0
2002-08-21,0.17,0.174,0.158,2689200.0
2002-08-22,0.193,0.2,0.17,3356100.0
2002-08-23,0.22,0.224,0.19,5494500.0
2002-08-26,0.28,0.285,0.22,9020600.0
2002-08-27,0.1914,0.28,0.1914,9407900.0
2002-08-28,0.183,0.187,0.0172,8717600.0
2002-08-29,0.2,0.205,0.182,1909500.0
2002-08-30,0.225,0.26,0.2,2934500.0
2002-09-03,0.205,0.238,0.2,3557900.0
2002-09-04,0.199,0.265,0.195,3637700.0
2002-09-05,0.186,0.193,0.18,2555500.0
2002-09-06,0.18,0.188,0.18,1611100.0
2002-09-09,0.175,0.185,0.17,1715900.0
2002-09-10,0.176,0.18,0.16,1959000.0
2002-09-11,0.179,0.179,0.173,1079400.0
2002-09-12,0.172,0.178,0.168,1646400.0
2002-09-13,0.16,0.165,0.15,2580300.0
2002-09-16,0.152,0.155,0.151,1964700.0
